List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,73.3%,73.3%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,22.9%,60.0%
r4,20.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,100.0%,100.0%
r6,51.4%,40.0%
r29,40.4%,90.4%
r3,20.0%,6.7%
r24,2.5%,10.0%
r32,100.0%,100.0%
r16,3.3%,46.7%
r28,75.6%,42.2%
r25,76.7%,76.7%
r23,22.2%,5.6%
r18,20.0%,23.3%
r11,73.3%,31.1%
r27,96.0%,0.0%
r5,25.0%,25.0%
r17,23.3%,10.0%
r19,82.4%,0.0%
r8,80.0%,80.0%
r1,76.7%,0.0%
r30,3.3%,56.7%
r22,7.1%,7.1%
r26,40.0%,0.0%
r9,0.0%,95.5%
r14,26.7%,4.4%
r2,32.5%,0.0%
r20,20.0%,72.5%
r15,23.3%,76.7%
Total,44.5%,43.5%
