List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,23.3%,100.0%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,11.4%,14.3%
r4,10.0%,0.0%
r33,100.0%,0.0%
r12,6.7%,40.0%
r13,94.3%,94.3%
r6,91.4%,97.1%
r29,9.6%,100.0%
r3,13.3%,13.3%
r24,12.5%,12.5%
r32,0.0%,0.0%
r16,33.3%,36.7%
r28,57.8%,42.2%
r25,83.3%,0.0%
r23,11.1%,11.1%
r18,20.0%,10.0%
r11,73.3%,73.3%
r27,0.0%,0.0%
r5,55.0%,30.0%
r17,26.7%,30.0%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,0.0%,0.0%
r30,23.3%,13.3%
r22,2.4%,14.3%
r26,60.0%,40.0%
r9,0.0%,100.0%
r14,57.8%,57.8%
r2,60.0%,60.0%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,38.9%,41.3%
