List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,100.0%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,2.9%,0.0%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,91.4%,97.1%
r29,9.6%,9.6%
r3,13.3%,6.7%
r24,5.0%,12.5%
r32,0.0%,0.0%
r16,46.7%,43.3%
r28,57.8%,42.2%
r25,83.3%,83.3%
r23,5.6%,33.3%
r18,10.0%,20.0%
r11,73.3%,73.3%
r27,96.0%,100.0%
r5,55.0%,55.0%
r17,40.0%,3.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,3.3%,0.0%
r30,0.0%,0.0%
r22,4.8%,11.9%
r26,60.0%,60.0%
r9,100.0%,0.0%
r14,48.9%,8.9%
r2,32.5%,32.5%
r20,75.0%,0.0%
r15,0.0%,0.0%
Total,38.6%,36.9%
