List,gaussian_mixture,kmeans
r31,50.0%,33.3%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,75.0%,0.0%
r34,31.4%,57.1%
r4,40.0%,0.0%
r33,100.0%,0.0%
r12,6.7%,33.3%
r13,40.0%,37.1%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,6.7%,73.3%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,0.0%,3.3%
r28,75.6%,33.3%
r25,6.7%,3.3%
r23,0.0%,5.6%
r18,3.3%,20.0%
r11,2.2%,20.0%
r27,100.0%,96.0%
r5,55.0%,25.0%
r17,0.0%,3.3%
r19,0.0%,100.0%
r8,0.0%,96.7%
r1,66.7%,6.7%
r30,36.7%,26.7%
r22,7.1%,7.1%
r26,53.3%,20.0%
r9,0.0%,0.0%
r14,64.4%,64.4%
r2,30.0%,0.0%
r20,30.0%,37.5%
r15,0.0%,0.0%
Total,36.6%,30.4%
