List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,75.0%,0.0%
r34,60.0%,62.9%
r4,10.0%,0.0%
r33,100.0%,0.0%
r12,6.7%,33.3%
r13,11.4%,37.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,5.0%
r32,0.0%,100.0%
r16,0.0%,0.0%
r28,33.3%,0.0%
r25,3.3%,23.3%
r23,0.0%,0.0%
r18,10.0%,20.0%
r11,22.2%,15.6%
r27,96.0%,96.0%
r5,25.0%,5.0%
r17,0.0%,20.0%
r19,0.0%,0.0%
r8,96.7%,93.3%
r1,73.3%,6.7%
r30,3.3%,23.3%
r22,0.0%,9.5%
r26,0.0%,26.7%
r9,27.3%,22.7%
r14,57.8%,64.4%
r2,17.5%,0.0%
r20,37.5%,37.5%
r15,13.3%,0.0%
Total,29.6%,27.8%
