List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,40.0%,60.0%
r21,0.0%,100.0%
r34,68.6%,22.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,6.7%
r13,40.0%,54.3%
r6,5.7%,37.1%
r29,86.5%,88.5%
r3,13.3%,13.3%
r24,10.0%,2.5%
r32,96.7%,96.7%
r16,10.0%,3.3%
r28,33.3%,33.3%
r25,76.7%,80.0%
r23,11.1%,0.0%
r18,20.0%,10.0%
r11,73.3%,73.3%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,16.7%,3.3%
r19,0.0%,82.4%
r8,80.0%,43.3%
r1,0.0%,73.3%
r30,40.0%,23.3%
r22,4.8%,11.9%
r26,0.0%,0.0%
r9,0.0%,0.0%
r14,20.0%,15.6%
r2,60.0%,0.0%
r20,70.0%,72.5%
r15,0.0%,0.0%
Total,40.1%,39.7%
