List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,76.7%
r10,40.0%,0.0%
r21,75.0%,75.0%
r34,0.0%,14.3%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,91.4%,97.1%
r29,100.0%,100.0%
r3,13.3%,13.3%
r24,7.5%,5.0%
r32,0.0%,0.0%
r16,0.0%,6.7%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,5.6%,22.2%
r18,6.7%,13.3%
r11,73.3%,73.3%
r27,4.0%,96.0%
r5,47.5%,55.0%
r17,36.7%,6.7%
r19,0.0%,0.0%
r8,6.7%,80.0%
r1,0.0%,0.0%
r30,13.3%,0.0%
r22,11.9%,7.1%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,46.7%,51.1%
r2,60.0%,32.5%
r20,0.0%,20.0%
r15,0.0%,0.0%
Total,38.1%,44.0%
