List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,26.7%
r10,20.0%,0.0%
r21,100.0%,0.0%
r34,17.1%,45.7%
r4,0.0%,20.0%
r33,100.0%,100.0%
r12,13.3%,40.0%
r13,94.3%,94.3%
r6,40.0%,51.4%
r29,100.0%,100.0%
r3,0.0%,6.7%
r24,10.0%,7.5%
r32,100.0%,100.0%
r16,46.7%,50.0%
r28,42.2%,42.2%
r25,76.7%,76.7%
r23,16.7%,5.6%
r18,6.7%,20.0%
r11,20.0%,73.3%
r27,4.0%,96.0%
r5,15.0%,25.0%
r17,3.3%,36.7%
r19,0.0%,0.0%
r8,6.7%,36.7%
r1,76.7%,0.0%
r30,23.3%,23.3%
r22,4.8%,4.8%
r26,0.0%,0.0%
r9,0.0%,95.5%
r14,11.1%,0.0%
r2,32.5%,32.5%
r20,72.5%,20.0%
r15,56.7%,0.0%
Total,38.5%,41.4%
