List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,73.3%,100.0%
r10,40.0%,20.0%
r21,25.0%,0.0%
r34,60.0%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,17.1%,17.1%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,26.7%,80.0%
r24,27.5%,27.5%
r32,0.0%,100.0%
r16,0.0%,13.3%
r28,24.4%,0.0%
r25,3.3%,56.7%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,24.4%,11.1%
r27,96.0%,96.0%
r5,2.5%,0.0%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,90.0%,96.7%
r1,76.7%,16.7%
r30,6.7%,33.3%
r22,9.5%,7.1%
r26,6.7%,13.3%
r9,9.1%,9.1%
r14,57.8%,64.4%
r2,0.0%,0.0%
r20,35.0%,40.0%
r15,16.7%,0.0%
Total,32.0%,40.9%
