List,gaussian_mixture,kmeans
r31,33.3%,16.7%
r7,100.0%,0.0%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,57.1%,57.1%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,0.0%,36.7%
r13,5.7%,40.0%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,25.0%,30.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,42.2%,33.3%
r25,10.0%,53.3%
r23,0.0%,0.0%
r18,23.3%,23.3%
r11,4.4%,20.0%
r27,96.0%,96.0%
r5,25.0%,5.0%
r17,3.3%,0.0%
r19,100.0%,100.0%
r8,96.7%,93.3%
r1,70.0%,0.0%
r30,0.0%,10.0%
r22,4.8%,4.8%
r26,20.0%,26.7%
r9,36.4%,0.0%
r14,64.4%,62.2%
r2,47.5%,12.5%
r20,30.0%,35.0%
r15,26.7%,0.0%
Total,32.6%,35.2%
