List,gaussian_mixture,kmeans
r31,16.7%,50.0%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,25.0%
r34,60.0%,57.1%
r4,0.0%,40.0%
r33,100.0%,100.0%
r12,6.7%,36.7%
r13,11.4%,11.4%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,0.0%,86.7%
r24,7.5%,25.0%
r32,100.0%,100.0%
r16,60.0%,0.0%
r28,0.0%,37.8%
r25,6.7%,26.7%
r23,5.6%,0.0%
r18,20.0%,20.0%
r11,6.7%,17.8%
r27,96.0%,96.0%
r5,0.0%,25.0%
r17,3.3%,6.7%
r19,100.0%,0.0%
r8,90.0%,93.3%
r1,70.0%,3.3%
r30,10.0%,10.0%
r22,16.7%,0.0%
r26,26.7%,60.0%
r9,0.0%,4.5%
r14,48.9%,20.0%
r2,45.0%,0.0%
r20,0.0%,40.0%
r15,26.7%,0.0%
Total,32.1%,35.3%
