List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,0.0%,0.0%
r10,60.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,2.9%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,17.1%,11.4%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,6.7%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,60.0%,63.3%
r28,24.4%,24.4%
r25,40.0%,46.7%
r23,0.0%,0.0%
r18,26.7%,6.7%
r11,2.2%,13.3%
r27,100.0%,0.0%
r5,27.5%,0.0%
r17,3.3%,6.7%
r19,100.0%,100.0%
r8,0.0%,90.0%
r1,73.3%,70.0%
r30,0.0%,13.3%
r22,19.0%,16.7%
r26,20.0%,0.0%
r9,0.0%,0.0%
r14,64.4%,64.4%
r2,50.0%,47.5%
r20,0.0%,75.0%
r15,26.7%,23.3%
Total,32.5%,34.2%
