List,gaussian_mixture,kmeans
r31,50.0%,33.3%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,2.9%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,0.0%,40.0%
r13,37.1%,40.0%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,27.5%,2.5%
r32,100.0%,100.0%
r16,76.7%,0.0%
r28,75.6%,75.6%
r25,10.0%,30.0%
r23,0.0%,0.0%
r18,20.0%,30.0%
r11,28.9%,13.3%
r27,0.0%,96.0%
r5,22.5%,25.0%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,93.3%
r1,20.0%,53.3%
r30,0.0%,13.3%
r22,2.4%,0.0%
r26,13.3%,20.0%
r9,0.0%,22.7%
r14,42.2%,26.7%
r2,47.5%,5.0%
r20,42.5%,32.5%
r15,26.7%,0.0%
Total,32.3%,30.4%
