List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,75.0%,0.0%
r34,31.4%,62.9%
r4,10.0%,30.0%
r33,100.0%,0.0%
r12,36.7%,33.3%
r13,40.0%,40.0%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,33.3%,0.0%
r25,10.0%,20.0%
r23,0.0%,0.0%
r18,10.0%,20.0%
r11,13.3%,15.6%
r27,96.0%,96.0%
r5,0.0%,5.0%
r17,0.0%,20.0%
r19,100.0%,0.0%
r8,0.0%,93.3%
r1,73.3%,6.7%
r30,43.3%,23.3%
r22,9.5%,9.5%
r26,20.0%,26.7%
r9,13.6%,4.5%
r14,64.4%,64.4%
r2,5.0%,17.5%
r20,0.0%,37.5%
r15,26.7%,0.0%
Total,35.3%,28.4%
