List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,0.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,25.0%
r34,11.4%,57.1%
r4,10.0%,60.0%
r33,0.0%,100.0%
r12,10.0%,3.3%
r13,11.4%,45.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,80.0%,73.3%
r24,2.5%,7.5%
r32,100.0%,0.0%
r16,0.0%,10.0%
r28,24.4%,24.4%
r25,10.0%,10.0%
r23,0.0%,11.1%
r18,10.0%,10.0%
r11,4.4%,17.8%
r27,96.0%,96.0%
r5,7.5%,7.5%
r17,3.3%,3.3%
r19,100.0%,100.0%
r8,93.3%,0.0%
r1,0.0%,70.0%
r30,40.0%,43.3%
r22,4.8%,7.1%
r26,0.0%,0.0%
r9,0.0%,18.2%
r14,60.0%,57.8%
r2,47.5%,25.0%
r20,50.0%,42.5%
r15,26.7%,26.7%
Total,28.1%,31.6%
