List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,100.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,8.6%,8.6%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,36.7%,36.7%
r13,40.0%,14.3%
r6,97.1%,97.1%
r29,86.5%,86.5%
r3,73.3%,0.0%
r24,5.0%,5.0%
r32,0.0%,100.0%
r16,0.0%,73.3%
r28,0.0%,57.8%
r25,13.3%,13.3%
r23,0.0%,5.6%
r18,13.3%,16.7%
r11,2.2%,2.2%
r27,100.0%,96.0%
r5,25.0%,27.5%
r17,0.0%,0.0%
r19,100.0%,0.0%
r8,93.3%,0.0%
r1,3.3%,0.0%
r30,36.7%,0.0%
r22,14.3%,11.9%
r26,26.7%,13.3%
r9,0.0%,18.2%
r14,57.8%,0.0%
r2,52.5%,2.5%
r20,10.0%,45.0%
r15,0.0%,26.7%
Total,31.6%,30.0%
