List,gaussian_mixture,kmeans
r31,16.7%,33.3%
r7,76.7%,23.3%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,45.7%,45.7%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,40.0%
r6,77.1%,77.1%
r29,36.5%,40.4%
r3,0.0%,13.3%
r24,15.0%,7.5%
r32,100.0%,96.7%
r16,36.7%,46.7%
r28,42.2%,33.3%
r25,6.7%,83.3%
r23,16.7%,11.1%
r18,23.3%,3.3%
r11,22.2%,24.4%
r27,4.0%,96.0%
r5,15.0%,45.0%
r17,10.0%,10.0%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,70.0%,70.0%
r30,3.3%,3.3%
r22,4.8%,16.7%
r26,40.0%,40.0%
r9,100.0%,0.0%
r14,46.7%,37.8%
r2,45.0%,25.0%
r20,75.0%,5.0%
r15,0.0%,0.0%
Total,39.2%,34.9%
