List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,73.3%,26.7%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,65.7%,22.9%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,60.0%,40.0%
r6,51.4%,40.0%
r29,90.4%,80.8%
r3,20.0%,6.7%
r24,2.5%,12.5%
r32,96.7%,96.7%
r16,3.3%,36.7%
r28,33.3%,75.6%
r25,76.7%,76.7%
r23,5.6%,0.0%
r18,10.0%,10.0%
r11,73.3%,42.2%
r27,4.0%,4.0%
r5,2.5%,30.0%
r17,36.7%,36.7%
r19,0.0%,0.0%
r8,43.3%,80.0%
r1,0.0%,96.7%
r30,3.3%,3.3%
r22,4.8%,11.9%
r26,40.0%,40.0%
r9,0.0%,95.5%
r14,48.9%,2.2%
r2,42.5%,0.0%
r20,72.5%,5.0%
r15,0.0%,70.0%
Total,39.5%,39.4%
