List,gaussian_mixture,kmeans
c12,6.7%,3.3%
c13,40.0%,60.0%
c18,10.0%,6.7%
c21,23.7%,26.3%
c6,37.1%,37.1%
c3,13.3%,6.7%
c1,20.0%,73.3%
c23,23.7%,23.7%
c5,25.0%,25.0%
c17,0.0%,6.7%
c11,73.3%,22.2%
c2,95.0%,35.0%
c7,26.7%,26.7%
c16,6.7%,6.7%
c15,33.3%,40.0%
c10,0.0%,0.0%
c20,5.3%,2.6%
c14,2.2%,15.6%
c9,95.5%,95.5%
c19,100.0%,0.0%
c22,37.8%,81.1%
c8,46.7%,80.0%
c4,30.0%,10.0%
Total,33.0%,31.6%
