List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,26.7%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,57.1%,57.1%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,97.1%,91.4%
r29,90.4%,0.0%
r3,6.7%,0.0%
r24,7.5%,10.0%
r32,0.0%,0.0%
r16,33.3%,46.7%
r28,57.8%,57.8%
r25,6.7%,83.3%
r23,27.8%,27.8%
r18,20.0%,20.0%
r11,22.2%,0.0%
r27,96.0%,96.0%
r5,25.0%,55.0%
r17,13.3%,10.0%
r19,0.0%,0.0%
r8,10.0%,80.0%
r1,0.0%,96.7%
r30,20.0%,23.3%
r22,11.9%,0.0%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,53.3%,8.9%
r2,62.5%,60.0%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,43.7%,42.7%
