List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,76.7%,76.7%
r10,20.0%,40.0%
r21,75.0%,0.0%
r34,31.4%,57.1%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,16.7%,40.0%
r13,45.7%,48.6%
r6,97.1%,97.1%
r29,9.6%,13.5%
r3,0.0%,13.3%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,36.7%,36.7%
r28,42.2%,24.4%
r25,33.3%,80.0%
r23,16.7%,5.6%
r18,20.0%,20.0%
r11,24.4%,8.9%
r27,100.0%,96.0%
r5,12.5%,20.0%
r17,36.7%,40.0%
r19,0.0%,100.0%
r8,0.0%,86.7%
r1,0.0%,73.3%
r30,13.3%,43.3%
r22,21.4%,2.4%
r26,40.0%,0.0%
r9,0.0%,63.6%
r14,64.4%,0.0%
r2,0.0%,22.5%
r20,22.5%,30.0%
r15,0.0%,30.0%
Total,29.3%,40.8%
