List,dec
c12,10.0%
c13,94.3%
c18,23.3%
c21,31.6%
c6,40.0%
c3,6.7%
c1,86.7%
c23,31.6%
c5,12.5%
c17,6.7%
c11,73.3%
c2,5.0%
c7,100.0%
c16,53.3%
c15,56.7%
c10,20.0%
c20,34.2%
c14,20.0%
c9,100.0%
c19,76.5%
c22,2.7%
c8,0.0%
c4,20.0%
Total,39.1%
