List,gaussian_mixture,kmeans
r31,83.3%,50.0%
r7,23.3%,23.3%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,22.9%,22.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,91.4%,91.4%
r6,91.4%,91.4%
r29,80.8%,5.8%
r3,13.3%,13.3%
r24,10.0%,20.0%
r32,0.0%,23.3%
r16,23.3%,43.3%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,5.6%,0.0%
r18,10.0%,13.3%
r11,22.2%,31.1%
r27,96.0%,96.0%
r5,5.0%,25.0%
r17,3.3%,0.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,73.3%,0.0%
r30,10.0%,20.0%
r22,4.8%,11.9%
r26,60.0%,0.0%
r9,100.0%,0.0%
r14,4.4%,0.0%
r2,0.0%,50.0%
r20,62.5%,32.5%
r15,0.0%,63.3%
Total,41.3%,37.8%
