List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,76.7%,23.3%
r10,60.0%,0.0%
r21,0.0%,0.0%
r34,25.7%,20.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,91.4%,97.1%
r6,2.9%,91.4%
r29,90.4%,90.4%
r3,13.3%,0.0%
r24,15.0%,15.0%
r32,100.0%,76.7%
r16,3.3%,30.0%
r28,0.0%,46.7%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,6.7%,26.7%
r11,24.4%,31.1%
r27,96.0%,96.0%
r5,5.0%,2.5%
r17,6.7%,10.0%
r19,0.0%,0.0%
r8,76.7%,76.7%
r1,16.7%,73.3%
r30,3.3%,13.3%
r22,2.4%,7.1%
r26,40.0%,60.0%
r9,0.0%,100.0%
r14,26.7%,4.4%
r2,0.0%,35.0%
r20,5.0%,27.5%
r15,63.3%,63.3%
Total,33.8%,44.3%
