List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,23.3%,23.3%
r10,60.0%,40.0%
r21,75.0%,75.0%
r34,14.3%,28.6%
r4,20.0%,0.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,91.4%,0.0%
r6,77.1%,97.1%
r29,94.2%,90.4%
r3,20.0%,6.7%
r24,10.0%,10.0%
r32,100.0%,0.0%
r16,13.3%,13.3%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,16.7%,5.6%
r18,3.3%,10.0%
r11,31.1%,42.2%
r27,96.0%,0.0%
r5,27.5%,27.5%
r17,3.3%,10.0%
r19,0.0%,0.0%
r8,73.3%,76.7%
r1,66.7%,13.3%
r30,10.0%,10.0%
r22,2.4%,7.1%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,20.0%,22.2%
r2,65.0%,65.0%
r20,55.0%,7.5%
r15,0.0%,0.0%
Total,47.8%,32.8%
