List,gaussian_mixture,kmeans
r31,83.3%,16.7%
r7,76.7%,76.7%
r10,60.0%,0.0%
r21,75.0%,75.0%
r34,17.1%,20.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,23.3%,40.0%
r13,71.4%,71.4%
r6,91.4%,91.4%
r29,94.2%,94.2%
r3,6.7%,6.7%
r24,15.0%,25.0%
r32,0.0%,0.0%
r16,40.0%,40.0%
r28,33.3%,33.3%
r25,83.3%,3.3%
r23,5.6%,5.6%
r18,3.3%,10.0%
r11,24.4%,42.2%
r27,96.0%,96.0%
r5,2.5%,2.5%
r17,6.7%,13.3%
r19,0.0%,0.0%
r8,73.3%,76.7%
r1,70.0%,70.0%
r30,10.0%,6.7%
r22,4.8%,4.8%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,35.6%,33.3%
r2,85.0%,85.0%
r20,0.0%,62.5%
r15,50.0%,40.0%
Total,43.2%,44.4%
