List,gaussian_mixture,kmeans
r31,83.3%,100.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,54.3%,57.1%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,97.1%,97.1%
r6,2.9%,71.4%
r29,61.5%,94.2%
r3,0.0%,6.7%
r24,32.5%,32.5%
r32,0.0%,0.0%
r16,33.3%,6.7%
r28,46.7%,46.7%
r25,83.3%,0.0%
r23,11.1%,5.6%
r18,3.3%,6.7%
r11,17.8%,31.1%
r27,96.0%,96.0%
r5,10.0%,30.0%
r17,10.0%,13.3%
r19,0.0%,0.0%
r8,3.3%,0.0%
r1,70.0%,70.0%
r30,23.3%,13.3%
r22,2.4%,2.4%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,6.7%,6.7%
r2,35.0%,35.0%
r20,12.5%,12.5%
r15,93.3%,0.0%
Total,39.0%,37.8%
