List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,23.3%,76.7%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,45.7%,14.3%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,71.4%,71.4%
r6,91.4%,91.4%
r29,0.0%,90.4%
r3,13.3%,6.7%
r24,12.5%,12.5%
r32,80.0%,100.0%
r16,36.7%,36.7%
r28,26.7%,42.2%
r25,83.3%,83.3%
r23,11.1%,5.6%
r18,3.3%,10.0%
r11,42.2%,42.2%
r27,96.0%,0.0%
r5,50.0%,50.0%
r17,13.3%,3.3%
r19,0.0%,0.0%
r8,66.7%,70.0%
r1,13.3%,13.3%
r30,10.0%,3.3%
r22,2.4%,2.4%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,17.8%,31.1%
r2,0.0%,85.0%
r20,0.0%,45.0%
r15,70.0%,50.0%
Total,37.4%,46.2%
