List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,75.0%,75.0%
r34,14.3%,20.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,3.3%
r13,48.6%,31.4%
r6,91.4%,91.4%
r29,94.2%,100.0%
r3,0.0%,13.3%
r24,12.5%,12.5%
r32,80.0%,76.7%
r16,43.3%,36.7%
r28,97.8%,97.8%
r25,0.0%,83.3%
r23,5.6%,5.6%
r18,26.7%,26.7%
r11,55.6%,55.6%
r27,0.0%,96.0%
r5,25.0%,45.0%
r17,6.7%,10.0%
r19,0.0%,0.0%
r8,66.7%,0.0%
r1,16.7%,66.7%
r30,10.0%,16.7%
r22,26.2%,2.4%
r26,60.0%,0.0%
r9,0.0%,100.0%
r14,6.7%,17.8%
r2,32.5%,55.0%
r20,5.0%,32.5%
r15,73.3%,70.0%
Total,40.0%,47.0%
