List,dec
c12,0.0%
c13,40.0%
c18,13.3%
c21,5.3%
c6,11.4%
c3,6.7%
c1,63.3%
c23,21.1%
c5,10.0%
c17,6.7%
c11,22.2%
c2,2.5%
c7,100.0%
c16,6.7%
c15,20.0%
c10,20.0%
c20,5.3%
c14,31.1%
c9,18.2%
c19,0.0%
c22,81.1%
c8,70.0%
c4,10.0%
Total,25.7%
