List,dec
c12,10.0%
c13,11.4%
c18,3.3%
c21,18.4%
c6,97.1%
c3,66.7%
c1,6.7%
c23,7.9%
c5,2.5%
c17,13.3%
c11,11.1%
c2,37.5%
c7,0.0%
c16,16.7%
c15,43.3%
c10,20.0%
c20,5.3%
c14,15.6%
c9,22.7%
c19,100.0%
c22,37.8%
c8,0.0%
c4,0.0%
Total,21.9%
