List,dec
c12,3.3%
c13,57.1%
c18,6.7%
c21,18.4%
c6,0.0%
c3,13.3%
c1,3.3%
c23,2.6%
c5,22.5%
c17,10.0%
c11,97.8%
c2,20.0%
c7,23.3%
c16,10.0%
c15,0.0%
c10,20.0%
c20,5.3%
c14,15.6%
c9,0.0%
c19,100.0%
c22,2.7%
c8,0.0%
c4,0.0%
Total,19.4%
