List,dec
c12,20.0%
c13,0.0%
c18,0.0%
c21,0.0%
c6,11.4%
c3,0.0%
c1,0.0%
c23,2.6%
c5,2.5%
c17,0.0%
c11,0.0%
c2,72.5%
c7,0.0%
c16,3.3%
c15,13.3%
c10,0.0%
c20,2.6%
c14,75.6%
c9,0.0%
c19,0.0%
c22,86.5%
c8,0.0%
c4,10.0%
Total,16.3%
