List,dec
text+button,11.1%
popup_with_access,3.3%
text_only,10.0%
open_with,2.2%
text_empty,13.3%
share_with,94.2%
list+on_off,65.7%
advertisement+button,60.0%
image_list,66.7%
popup_date,0.0%
movie,6.7%
menu_list,14.3%
translate_with_sound,23.5%
IME,20.0%
dialer,6.7%
translate,92.0%
image_view,12.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,14.3%
pinpoint_location,76.7%
popup_with_continue_as_name,11.4%
list,2.5%
camera,0.0%
picture,53.3%
popup,20.0%
navigation_menu,4.4%
input_form,3.3%
select_dialog,20.0%
calendar,90.0%
text_image,3.3%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,27.0%
