List,dec
c12,3.3%
c13,97.1%
c18,6.7%
c21,7.9%
c6,97.1%
c3,6.7%
c1,0.0%
c23,10.5%
c5,2.5%
c17,13.3%
c11,17.8%
c2,62.5%
c7,100.0%
c16,10.0%
c15,26.7%
c10,20.0%
c20,10.5%
c14,8.9%
c9,0.0%
c19,0.0%
c22,0.0%
c8,13.3%
c4,10.0%
Total,24.6%
