List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,3.3%
open_with,2.2%
text_empty,6.7%
share_with,94.2%
list+on_off,91.4%
advertisement+button,67.5%
image_list,66.7%
popup_date,0.0%
movie,3.3%
menu_list,40.0%
translate_with_sound,0.0%
IME,10.0%
dialer,20.0%
translate,0.0%
image_view,5.0%
location_selection,76.7%
continue_as_name,62.5%
popup_with_full_screen,2.9%
pinpoint_location,3.3%
popup_with_continue_as_name,77.1%
list,17.5%
camera,32.5%
picture,40.0%
popup,10.0%
navigation_menu,28.9%
input_form,33.3%
select_dialog,16.7%
calendar,80.0%
text_image,3.3%
continue_button,7.1%
theme,18.2%
homescreen,0.0%
Total,31.0%
