List,dec
text+button,5.6%
popup_with_access,80.0%
text_only,30.0%
open_with,0.0%
text_empty,3.3%
share_with,94.2%
list+on_off,0.0%
advertisement+button,92.5%
image_list,11.1%
popup_date,0.0%
movie,43.3%
menu_list,5.7%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,2.5%
location_selection,3.3%
continue_as_name,75.0%
popup_with_full_screen,5.7%
pinpoint_location,3.3%
popup_with_continue_as_name,0.0%
list,10.0%
camera,57.5%
picture,53.3%
popup,6.7%
navigation_menu,2.2%
input_form,3.3%
select_dialog,0.0%
calendar,0.0%
text_image,6.7%
continue_button,2.4%
theme,77.3%
homescreen,20.0%
Total,23.7%
