List,dec
text+button,0.0%
popup_with_access,60.0%
text_only,0.0%
open_with,0.0%
text_empty,10.0%
share_with,57.7%
list+on_off,65.7%
advertisement+button,30.0%
image_list,57.8%
popup_date,0.0%
movie,20.0%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,26.7%
translate,0.0%
image_view,0.0%
location_selection,60.0%
continue_as_name,75.0%
popup_with_full_screen,5.7%
pinpoint_location,3.3%
popup_with_continue_as_name,62.9%
list,25.0%
camera,15.0%
picture,0.0%
popup,0.0%
navigation_menu,0.0%
input_form,0.0%
select_dialog,63.3%
calendar,0.0%
text_image,0.0%
continue_button,0.0%
theme,0.0%
homescreen,0.0%
Total,23.5%
