List,dec
text+button,27.8%
popup_with_access,80.0%
text_only,66.7%
open_with,53.3%
text_empty,0.0%
share_with,76.9%
list+on_off,94.3%
advertisement+button,15.0%
image_list,64.4%
popup_date,0.0%
movie,60.0%
menu_list,40.0%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,30.0%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,2.9%
pinpoint_location,76.7%
popup_with_continue_as_name,80.0%
list,5.0%
camera,2.5%
picture,53.3%
popup,3.3%
navigation_menu,4.4%
input_form,3.3%
select_dialog,30.0%
calendar,20.0%
text_image,6.7%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,33.4%
