List,gaussian_mixture,kmeans
r31,100.0%,100.0%
r7,76.7%,0.0%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,25.7%,25.7%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,91.4%,91.4%
r6,97.1%,94.3%
r29,96.2%,96.2%
r3,0.0%,0.0%
r24,20.0%,5.0%
r32,0.0%,76.7%
r16,36.7%,36.7%
r28,100.0%,71.1%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,0.0%,26.7%
r11,42.2%,48.9%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,10.0%,20.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,0.0%,0.0%
r22,0.0%,0.0%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,28.9%,0.0%
r2,95.0%,95.0%
r20,42.5%,42.5%
r15,0.0%,90.0%
Total,47.7%,48.5%
