List,dec
c12,40.0%
c13,0.0%
c18,6.7%
c21,23.7%
c6,97.1%
c3,0.0%
c1,0.0%
c23,15.8%
c5,57.5%
c17,3.3%
c11,0.0%
c2,92.5%
c7,76.7%
c16,6.7%
c15,40.0%
c10,0.0%
c20,7.9%
c14,4.4%
c9,100.0%
c19,100.0%
c22,8.1%
c8,80.0%
c4,0.0%
Total,33.1%
