List,dec
c12,6.7%
c13,40.0%
c18,10.0%
c21,10.5%
c6,74.3%
c3,13.3%
c1,76.7%
c23,7.9%
c5,35.0%
c17,26.7%
c11,22.2%
c2,30.0%
c7,100.0%
c16,6.7%
c15,3.3%
c10,0.0%
c20,5.3%
c14,15.6%
c9,0.0%
c19,64.7%
c22,18.9%
c8,0.0%
c4,10.0%
Total,26.0%
