List,dec
c12,26.7%
c13,0.0%
c18,0.0%
c21,0.0%
c6,34.3%
c3,0.0%
c1,26.7%
c23,0.0%
c5,2.5%
c17,0.0%
c11,42.2%
c2,67.5%
c7,76.7%
c16,16.7%
c15,0.0%
c10,0.0%
c20,2.6%
c14,15.6%
c9,0.0%
c19,0.0%
c22,54.1%
c8,83.3%
c4,0.0%
Total,22.3%
