List,dec
c12,6.7%
c13,40.0%
c18,0.0%
c21,13.2%
c6,74.3%
c3,13.3%
c1,76.7%
c23,21.1%
c5,12.5%
c17,13.3%
c11,0.0%
c2,60.0%
c7,100.0%
c16,30.0%
c15,6.7%
c10,0.0%
c20,47.4%
c14,17.8%
c9,0.0%
c19,11.8%
c22,97.3%
c8,76.7%
c4,20.0%
Total,34.7%
