List,dec
c12,33.3%
c13,8.6%
c18,16.7%
c21,5.3%
c6,97.1%
c3,0.0%
c1,33.3%
c23,26.3%
c5,22.5%
c17,10.0%
c11,4.4%
c2,27.5%
c7,0.0%
c16,13.3%
c15,40.0%
c10,0.0%
c20,7.9%
c14,40.0%
c9,9.1%
c19,100.0%
c22,35.1%
c8,93.3%
c4,0.0%
Total,28.0%
