List,dec
text+button,27.8%
popup_with_access,80.0%
text_only,60.0%
open_with,53.3%
text_empty,3.3%
share_with,76.9%
list+on_off,94.3%
advertisement+button,17.5%
image_list,64.4%
popup_date,66.7%
movie,60.0%
menu_list,5.7%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,5.0%
location_selection,3.3%
continue_as_name,0.0%
popup_with_full_screen,2.9%
pinpoint_location,76.7%
popup_with_continue_as_name,2.9%
list,22.5%
camera,57.5%
picture,0.0%
popup,6.7%
navigation_menu,4.4%
input_form,3.3%
select_dialog,53.3%
calendar,0.0%
text_image,10.0%
continue_button,2.4%
theme,18.2%
homescreen,0.0%
Total,31.8%
