List,dec
c12,0.0%
c13,0.0%
c18,3.3%
c21,7.9%
c6,11.4%
c3,6.7%
c1,0.0%
c23,2.6%
c5,10.0%
c17,0.0%
c11,2.2%
c2,35.0%
c7,100.0%
c16,0.0%
c15,3.3%
c10,20.0%
c20,10.5%
c14,82.2%
c9,0.0%
c19,29.4%
c22,0.0%
c8,0.0%
c4,10.0%
Total,15.4%
