List,dec
text+button,5.6%
popup_with_access,80.0%
text_only,26.7%
open_with,53.3%
text_empty,13.3%
share_with,76.9%
list+on_off,71.4%
advertisement+button,17.5%
image_list,64.4%
popup_date,16.7%
movie,63.3%
menu_list,2.9%
translate_with_sound,100.0%
IME,0.0%
dialer,6.7%
translate,56.0%
image_view,2.5%
location_selection,76.7%
continue_as_name,0.0%
popup_with_full_screen,8.6%
pinpoint_location,76.7%
popup_with_continue_as_name,2.9%
list,15.0%
camera,57.5%
picture,53.3%
popup,50.0%
navigation_menu,2.2%
input_form,3.3%
select_dialog,56.7%
calendar,66.7%
text_image,13.3%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,36.2%
