List,dec
text+button,16.7%
popup_with_access,80.0%
text_only,6.7%
open_with,86.7%
text_empty,23.3%
share_with,0.0%
list+on_off,94.3%
advertisement+button,85.0%
image_list,17.8%
popup_date,16.7%
movie,30.0%
menu_list,80.0%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,11.4%
pinpoint_location,76.7%
popup_with_continue_as_name,2.9%
list,0.0%
camera,12.5%
picture,6.7%
popup,6.7%
navigation_menu,35.6%
input_form,33.3%
select_dialog,0.0%
calendar,0.0%
text_image,30.0%
continue_button,9.5%
theme,0.0%
homescreen,0.0%
Total,29.6%
