List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,26.7%
open_with,55.6%
text_empty,13.3%
share_with,84.6%
list+on_off,11.4%
advertisement+button,75.0%
image_list,37.8%
popup_date,16.7%
movie,6.7%
menu_list,40.0%
translate_with_sound,100.0%
IME,10.0%
dialer,6.7%
translate,64.0%
image_view,2.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,8.6%
pinpoint_location,76.7%
popup_with_continue_as_name,80.0%
list,17.5%
camera,2.5%
picture,0.0%
popup,6.7%
navigation_menu,20.0%
input_form,0.0%
select_dialog,6.7%
calendar,43.3%
text_image,16.7%
continue_button,4.8%
theme,0.0%
homescreen,20.0%
Total,28.8%
