List,dec
text+button,11.1%
popup_with_access,3.3%
text_only,6.7%
open_with,2.2%
text_empty,23.3%
share_with,94.2%
list+on_off,0.0%
advertisement+button,2.5%
image_list,17.8%
popup_date,0.0%
movie,26.7%
menu_list,80.0%
translate_with_sound,0.0%
IME,30.0%
dialer,13.3%
translate,92.0%
image_view,7.5%
location_selection,76.7%
continue_as_name,0.0%
popup_with_full_screen,2.9%
pinpoint_location,3.3%
popup_with_continue_as_name,2.9%
list,10.0%
camera,90.0%
picture,40.0%
popup,3.3%
navigation_menu,4.4%
input_form,10.0%
select_dialog,3.3%
calendar,0.0%
text_image,16.7%
continue_button,19.0%
theme,0.0%
homescreen,0.0%
Total,23.0%
