List,dec
text+button,11.1%
popup_with_access,3.3%
text_only,70.0%
open_with,2.2%
text_empty,3.3%
share_with,94.2%
list+on_off,94.3%
advertisement+button,0.0%
image_list,2.2%
popup_date,16.7%
movie,3.3%
menu_list,40.0%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,5.0%
location_selection,3.3%
continue_as_name,0.0%
popup_with_full_screen,5.7%
pinpoint_location,6.7%
popup_with_continue_as_name,2.9%
list,27.5%
camera,0.0%
picture,53.3%
popup,20.0%
navigation_menu,4.4%
input_form,0.0%
select_dialog,30.0%
calendar,3.3%
text_image,20.0%
continue_button,4.8%
theme,0.0%
homescreen,0.0%
Total,20.2%
