List,dec
text+button,5.6%
popup_with_access,80.0%
text_only,26.7%
open_with,35.6%
text_empty,16.7%
share_with,80.8%
list+on_off,94.3%
advertisement+button,45.0%
image_list,17.8%
popup_date,16.7%
movie,16.7%
menu_list,2.9%
translate_with_sound,94.1%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,0.0%
popup_with_continue_as_name,2.9%
list,52.5%
camera,35.0%
picture,6.7%
popup,26.7%
navigation_menu,26.7%
input_form,6.7%
select_dialog,0.0%
calendar,20.0%
text_image,13.3%
continue_button,2.4%
theme,77.3%
homescreen,0.0%
Total,29.8%
