List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,10.0%
open_with,4.4%
text_empty,10.0%
share_with,1.9%
list+on_off,68.6%
advertisement+button,25.0%
image_list,66.7%
popup_date,0.0%
movie,60.0%
menu_list,82.9%
translate_with_sound,0.0%
IME,20.0%
dialer,0.0%
translate,92.0%
image_view,7.5%
location_selection,3.3%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,6.7%
popup_with_continue_as_name,0.0%
list,10.0%
camera,35.0%
picture,0.0%
popup,0.0%
navigation_menu,6.7%
input_form,3.3%
select_dialog,53.3%
calendar,93.3%
text_image,6.7%
continue_button,4.8%
theme,0.0%
homescreen,0.0%
Total,22.9%
