List,dec
text+button,16.7%
popup_with_access,3.3%
text_only,10.0%
open_with,4.4%
text_empty,10.0%
share_with,94.2%
list+on_off,65.7%
advertisement+button,25.0%
image_list,66.7%
popup_date,0.0%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,0.0%
image_view,2.5%
location_selection,3.3%
continue_as_name,0.0%
popup_with_full_screen,14.3%
pinpoint_location,6.7%
popup_with_continue_as_name,2.9%
list,75.0%
camera,32.5%
picture,0.0%
popup,10.0%
navigation_menu,6.7%
input_form,0.0%
select_dialog,56.7%
calendar,90.0%
text_image,6.7%
continue_button,4.8%
theme,0.0%
homescreen,0.0%
Total,28.1%
