List,dec
text+button,22.2%
popup_with_access,0.0%
text_only,60.0%
open_with,0.0%
text_empty,6.7%
share_with,94.2%
list+on_off,91.4%
advertisement+button,7.5%
image_list,17.8%
popup_date,33.3%
movie,33.3%
menu_list,0.0%
translate_with_sound,0.0%
IME,10.0%
dialer,20.0%
translate,96.0%
image_view,12.5%
location_selection,3.3%
continue_as_name,0.0%
popup_with_full_screen,5.7%
pinpoint_location,3.3%
popup_with_continue_as_name,0.0%
list,7.5%
camera,57.5%
picture,40.0%
popup,13.3%
navigation_menu,11.1%
input_form,33.3%
select_dialog,13.3%
calendar,73.3%
text_image,16.7%
continue_button,4.8%
theme,77.3%
homescreen,20.0%
Total,26.7%
