List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,6.7%
open_with,0.0%
text_empty,3.3%
share_with,84.6%
list+on_off,91.4%
advertisement+button,12.5%
image_list,40.0%
popup_date,16.7%
movie,3.3%
menu_list,2.9%
translate_with_sound,100.0%
IME,20.0%
dialer,6.7%
translate,92.0%
image_view,12.5%
location_selection,76.7%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,3.3%
popup_with_continue_as_name,82.9%
list,10.0%
camera,0.0%
picture,53.3%
popup,10.0%
navigation_menu,62.2%
input_form,10.0%
select_dialog,3.3%
calendar,0.0%
text_image,3.3%
continue_button,11.9%
theme,95.5%
homescreen,40.0%
Total,29.0%
