List,dec
r31,16.7%
r7,0.0%
r10,0.0%
r21,75.0%
r34,22.9%
r4,20.0%
r33,100.0%
r12,3.3%
r13,85.7%
r6,94.3%
r29,86.5%
r3,0.0%
r24,7.5%
r32,0.0%
r16,3.3%
r28,40.0%
r25,33.3%
r23,11.1%
r18,6.7%
r11,57.8%
r27,96.0%
r5,55.0%
r17,10.0%
r19,0.0%
r8,13.3%
r1,0.0%
r30,6.7%
r22,2.4%
r26,0.0%
r9,81.8%
r14,62.2%
r2,0.0%
r20,35.0%
r15,0.0%
Total,33.9%
