List,dec
text+button,16.7%
popup_with_access,3.3%
text_only,23.3%
open_with,82.2%
text_empty,16.7%
share_with,1.9%
list+on_off,68.6%
advertisement+button,60.0%
image_list,66.7%
popup_date,50.0%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,17.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,25.7%
pinpoint_location,76.7%
popup_with_continue_as_name,77.1%
list,17.5%
camera,2.5%
picture,0.0%
popup,10.0%
navigation_menu,6.7%
input_form,3.3%
select_dialog,3.3%
calendar,0.0%
text_image,6.7%
continue_button,4.8%
theme,0.0%
homescreen,20.0%
Total,29.4%
