List,dec
text+button,5.6%
popup_with_access,3.3%
text_only,10.0%
open_with,33.3%
text_empty,6.7%
share_with,73.1%
list+on_off,68.6%
advertisement+button,25.0%
image_list,66.7%
popup_date,16.7%
movie,63.3%
menu_list,2.9%
translate_with_sound,0.0%
IME,20.0%
dialer,6.7%
translate,92.0%
image_view,5.0%
location_selection,3.3%
continue_as_name,75.0%
popup_with_full_screen,8.6%
pinpoint_location,76.7%
popup_with_continue_as_name,74.3%
list,10.0%
camera,0.0%
picture,0.0%
popup,3.3%
navigation_menu,2.2%
input_form,6.7%
select_dialog,46.7%
calendar,90.0%
text_image,20.0%
continue_button,4.8%
theme,0.0%
homescreen,0.0%
Total,28.9%
