List,dec
c12,0.0%
c13,74.3%
c18,3.3%
c21,10.5%
c6,37.1%
c3,0.0%
c1,66.7%
c23,2.6%
c5,7.5%
c17,0.0%
c11,100.0%
c2,35.0%
c7,23.3%
c16,23.3%
c15,36.7%
c10,0.0%
c20,15.8%
c14,4.4%
c9,81.8%
c19,0.0%
c22,0.0%
c8,0.0%
c4,0.0%
Total,25.4%
