List,dec
text+button,0.0%
popup_with_access,0.0%
text_only,33.3%
open_with,0.0%
text_empty,6.7%
share_with,94.2%
list+on_off,91.4%
advertisement+button,85.0%
image_list,20.0%
popup_date,0.0%
movie,20.0%
menu_list,0.0%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,0.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,0.0%
pinpoint_location,66.7%
popup_with_continue_as_name,77.1%
list,0.0%
camera,65.0%
picture,0.0%
popup,6.7%
navigation_menu,0.0%
input_form,36.7%
select_dialog,3.3%
calendar,0.0%
text_image,0.0%
continue_button,0.0%
theme,0.0%
homescreen,0.0%
Total,23.7%
