List,dec
text+button,27.8%
popup_with_access,76.7%
text_only,10.0%
open_with,0.0%
text_empty,6.7%
share_with,94.2%
list+on_off,94.3%
advertisement+button,17.5%
image_list,66.7%
popup_date,50.0%
movie,3.3%
menu_list,40.0%
translate_with_sound,5.9%
IME,0.0%
dialer,13.3%
translate,92.0%
image_view,12.5%
location_selection,0.0%
continue_as_name,100.0%
popup_with_full_screen,5.7%
pinpoint_location,0.0%
popup_with_continue_as_name,0.0%
list,0.0%
camera,0.0%
picture,53.3%
popup,6.7%
navigation_menu,2.2%
input_form,0.0%
select_dialog,33.3%
calendar,0.0%
text_image,6.7%
continue_button,7.1%
theme,0.0%
homescreen,0.0%
Total,23.7%
