List,dec
text+button,0.0%
popup_with_access,0.0%
text_only,6.7%
open_with,0.0%
text_empty,10.0%
share_with,59.6%
list+on_off,0.0%
advertisement+button,2.5%
image_list,57.8%
popup_date,33.3%
movie,10.0%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,0.0%
image_view,10.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,0.0%
pinpoint_location,86.7%
popup_with_continue_as_name,88.6%
list,2.5%
camera,50.0%
picture,0.0%
popup,0.0%
navigation_menu,4.4%
input_form,0.0%
select_dialog,0.0%
calendar,0.0%
text_image,0.0%
continue_button,0.0%
theme,0.0%
homescreen,20.0%
Total,18.8%
